number,image,sender_id,label,size,price
1157,769b4c86-0e6b-4576-8993-0fa927ace181,168,T-Shirt,small,194
1159,f5c71807-a74b-422f-b551-6ca6a1197a57,78,Pants,small,396
1161,184b54b9-94f1-41c6-9aeb-64efa09a4720,116,Pants,small,274
1162,d81d1197-034f-4885-8787-e804a3e5ec33,194,Pants,medium,321
1164,1417c271-ce40-40b7-bee1-32344bab6f16,164,Shorts,large,153
1165,50f6bd8d-cf7a-4cb7-a1e8-190618947ef4,72,Shoes,large,794
1166,00149032-3dd6-426e-9bc0-d53032536a42,150,Outwear,large,962
1170,dc982c2d-49e9-4c08-8b49-4bcc0671c355,218,T-Shirt,small,448
1171,4c5766ba-bad6-4703-877b-140991c8af87,217,T-Shirt,large,542
1172,45626f38-49a8-4222-8b33-82d0712a6f40,311,T-Shirt,medium,932
1173,26bed63e-d57c-4a07-9bc9-4c17b5e85989,238,Shirt,medium,679
1176,68477f32-78c7-4280-a75c-d43c9c952176,307,Shoes,large,381
1177,d337b973-20fd-4455-9425-b819b0f68c24,29,Dress,large,459
1179,10ca393d-6342-462d-9536-58873a767049,294,Shoes,medium,730
1180,c14a67b3-8d77-4f78-be1e-537bac39d3d3,0,Pants,large,991
1181,2126322b-b4eb-4410-988a-9261155c017a,23,Pants,medium,745
1182,4f7e10cd-6981-4e51-855e-aaaf88c4fa09,18,T-Shirt,small,740
1184,6d08108f-89b2-4b59-afba-8f85892bffa7,367,T-Shirt,medium,662
1185,e83aabcc-a45c-4da6-87ec-cb41580b3bd4,217,T-Shirt,small,590
1186,a28a7997-95cb-4e05-907d-bb7a5c35c7f9,285,Shoes,small,440
1187,3175a932-43ce-46fd-8599-37f375b1f776,72,Dress,large,571
1188,097b9af0-483a-4b41-991c-3468877db077,164,Outwear,large,892
1189,36e2b110-6be7-4c46-a865-34ca99808c11,217,Skirt,small,786
1190,875e9fc3-7a55-4fc7-8b9a-a919d94e7919,18,T-Shirt,small,794
1191,78b155de-4383-4ebd-8eaa-942ef366a6a9,214,Shoes,large,803
1193,41e11790-a772-47b1-b251-15c3464038b7,290,Skirt,small,334
1194,5dc3b8f3-650f-460d-9aff-5d8903aadfa4,150,Shirt,large,182
1195,1284316a-8db1-450c-bb64-4929f16d91ca,82,Pants,medium,192
1196,4125a2d5-d084-4bde-94ce-819f7f39185f,313,Pants,small,984
1197,94484af7-4127-488e-8460-0868d3b838a5,137,Shoes,medium,493
1198,bc6aaa37-0299-4a59-975e-d3dfb35a7a34,178,Dress,large,923
1199,04fa06fb-d71a-4293-9804-fe799375a682,150,Shoes,small,367
1201,cc0de3ab-d85a-45ff-93ea-d41520d09f1f,116,Longsleeve,small,731
1202,5e295abe-46f4-4684-95f0-b9740ce3f059,185,Pants,medium,682
1203,bee076bc-ffcf-43c4-b365-c551a5a684eb,330,Pants,large,628
1204,9769d8bd-28f6-45e1-9e9f-411b71e54711,238,T-Shirt,large,352
1205,cb9bb04e-a2a2-4154-b4dd-9325ca16dfa2,201,Shorts,small,221
1206,cb479876-9852-45a7-8b69-32f6144cc5ce,319,Shorts,medium,991
1207,cf6ceded-4904-4ffd-959e-bcd83ccb26f5,19,Outwear,small,109
1208,6ee3ab1d-a230-431f-b848-99f70173f3ab,166,Shorts,small,898
1209,233d404d-b398-4d6c-9538-bbb1de6b0fd6,337,Shorts,medium,415
1210,c1a6e7af-4bad-425a-b7b7-caca5b6a35dd,164,Outwear,medium,937
1212,1ece3817-f6ca-46a2-b514-f2d3de572399,226,Shoes,large,405
1213,8c6763e1-9239-438a-84cb-f4a896d2f46f,166,Pants,small,904
1215,c246ac1a-8bd7-4c22-a1a4-e141a239ef8d,292,Hat,large,829
1216,a76166a7-7c96-4d26-8aa2-1ae877123bcc,319,Shirt,medium,852
1217,a18f1511-770a-4900-b748-691c6021a3b4,163,Outwear,large,985
1218,3ea9b190-582d-474b-9ba1-1fbabb2a2435,166,Shirt,large,563
1219,c73492a1-b5cd-40f0-9ca1-ae72635c544f,57,Longsleeve,large,811
1220,dca6b87d-6ab6-4e71-9573-fc1a7831d38d,113,Pants,small,827
1222,f3c17697-a1ef-4d59-9c8e-917404d27fe3,16,T-Shirt,small,515
1223,10fe0db9-3a39-4281-871f-1ee7f2bdda6b,240,T-Shirt,small,315
1224,f8c5b758-d78e-4182-8246-5bf94e0442d6,116,T-Shirt,small,179
1225,a402811d-f398-49b3-be3d-e9558a913b14,103,Shorts,medium,878
1226,201d7c0c-4e6f-47c9-bb55-44890164c6a7,111,Pants,small,579
1227,b1e56afe-aac8-4702-9bdf-9b2512bd4395,176,T-Shirt,small,990
1228,337e74ee-c71a-4fa4-aa45-4eca2e583b5f,334,Outwear,medium,646
1229,3f3f3c92-5af3-4339-a142-4f9f3e099484,348,Outwear,small,900
1230,50cf0bbc-5a25-4df9-94fe-3323d2b61bff,188,Hat,large,117
1231,dcac755b-81c6-49fe-991c-2337fa3901a0,128,T-Shirt,large,264
1232,5e006644-bc80-4823-9675-426e210b660b,111,Shirt,small,624
1233,961ce467-f444-4e04-8894-0c11d838d63b,336,Longsleeve,medium,301
1235,4cf8f135-48d4-49e9-9bd6-1c00759b9d3b,30,Shoes,medium,445
1236,19c31480-4d55-472e-ae52-a2df4e33c7ea,195,Longsleeve,medium,465
1237,ed702d70-f0c1-44b5-89a0-9fb17d1e611c,84,T-Shirt,large,547
1238,980ac56c-90e7-4017-931e-4defbc605207,261,T-Shirt,medium,612
1239,777191aa-cf46-4d94-9b55-1c7ef4f5335b,164,T-Shirt,large,418
1240,6e9dadfd-1617-4216-909b-e77d4dd89ec3,78,Shirt,medium,316
1241,d233cc08-bc73-4890-91f2-fb1d584c8b39,124,Longsleeve,large,133
1243,78c51dc2-9140-445c-b7aa-3a3d0234100c,143,Shoes,large,365
1244,ae9cec7a-dd1d-49bc-adae-6446429c03d8,163,Shirt,large,739
1245,cd23d1f5-2066-44e5-b2f2-77ab284320a5,113,Pants,large,823
1247,125472d8-0f0a-4d45-b531-fb87a9d9d95e,329,Skirt,medium,923
1248,725f2fc9-230b-4bcb-807b-6a757cefdf37,182,Pants,small,179
1250,978f5148-3c6b-4393-9d12-df98d51b8881,150,Skirt,medium,512
1251,dc0d9ba1-165e-46d8-bdb1-fba1d753ead8,349,Shoes,small,351
1252,e74aed45-b484-4098-936f-29b47537c909,211,T-Shirt,small,111
1253,bd9d7a70-eaa4-4bc8-ad2c-15da61aae61f,78,Pants,small,500
1254,7253c29e-932d-4669-b834-e3070730f788,370,Longsleeve,small,915
1255,f70a8081-439e-4c5d-a944-7516afafd1a7,128,Outwear,large,823
1257,e0dc1f06-78a4-488e-936a-5b2655a65ba6,92,Pants,medium,211
1259,b7eef4e5-320e-4467-bb16-6ad88e2c2fdf,287,Dress,medium,477
1260,fadaa2b4-58dc-4eb8-88b4-941a5b3c6e20,259,T-Shirt,small,850
1261,b2279dec-874d-4571-a8b5-8e7d704e596d,131,Dress,small,367
1263,39d92542-ffcb-4b3b-896f-d158eccf8172,153,Shoes,small,416
1264,de127ace-68f3-4ef1-beff-f46f89a0a9f4,294,Shoes,small,669
1265,579227a4-f635-454e-8b9e-a1e72b03acb6,186,Outwear,small,608
1266,eb9759ae-a502-438c-b302-3c26761fe921,75,Hat,medium,645
1267,7b4ca4a5-fd04-4a96-9f40-1a982ff6cb8b,186,Hat,medium,874
1268,d26fbf89-03c6-4575-85f9-316747a3f208,257,T-Shirt,large,464
1269,95cebbd2-db22-40e6-8c86-d4fb5040134a,29,Shirt,small,646
1271,1b499ee5-b290-43d5-ae17-05d5b38c4f9c,79,Longsleeve,large,573
1273,e92b0f2e-dbe8-4d22-a26c-8d81640b739b,69,Shoes,small,636
1275,c9241648-253e-4951-87df-bca2fe1bdf90,62,T-Shirt,large,158
1276,bb361f03-abc9-4a8e-a2a4-ff306a5b4612,113,Skirt,large,350
1277,40ee6784-5c49-40c1-bf26-7cdbcc9ff849,187,Pants,large,946
1278,129287b2-e3ab-45f8-b0aa-cd0fa1e6864c,191,Pants,large,185
1279,a1ce79d6-ad15-4bc6-96bb-ed6b380d0104,368,T-Shirt,medium,862
1283,2110b3fe-12f0-4aa7-aa90-778a9b1e7ba5,11,T-Shirt,small,955
1284,bac6b08c-c175-4874-822a-9f3c7bc0ba43,125,T-Shirt,small,248
1285,00805d0e-7fe5-4251-b577-86065e4f6587,112,T-Shirt,medium,682
1286,535d956a-69bb-463f-a064-0843c8c89bc8,178,Shorts,large,220
1287,d0e79f68-21f8-48cc-90df-2962f4bff2e7,201,T-Shirt,medium,864
1289,e983efac-8284-4c32-b8c6-8bce9f7d3e5b,116,Pants,medium,355
1291,ea1a27dd-f340-4f24-ba49-4ec1ef5d20ee,168,Longsleeve,large,963
1292,ae2a179f-07d3-4a31-ac2a-9572273755eb,165,T-Shirt,medium,899
1293,586519b5-c6b1-4563-b2d5-df0b428773b4,62,T-Shirt,medium,408
1294,90251c13-9c87-4c28-a7f4-fe7aee16ce87,116,Pants,medium,158
1295,b4edc39b-350a-4933-ac40-2e65894f5140,211,T-Shirt,small,168
1296,f58a0a2b-42b0-4dbd-bbad-49b5acceeda4,174,Dress,medium,545
1297,1aac00cd-b42a-40f1-a82a-dcc44a0879d4,219,Hat,medium,487
1298,fa53d8bd-0c11-4849-bd90-0eb6737f63a2,98,T-Shirt,medium,185
1300,68231de8-b535-4a6d-a3f5-a6b133f8584a,33,T-Shirt,large,326
1302,35209eb5-489a-4774-9cf6-9fd028254883,248,T-Shirt,small,725
1303,73724d60-78b2-4bdd-84b0-a25d8c772beb,148,Longsleeve,large,283
1304,42c30a48-5e35-4117-847d-66cad1383955,150,Longsleeve,large,891
1305,39948029-b039-4622-9228-60552986c6fd,232,Longsleeve,large,421
1306,0486260d-9355-4958-a7c8-1e672ef27a16,278,T-Shirt,medium,417
1307,2bf88e34-cc8b-48fd-85d5-9632f21e79f0,286,Outwear,medium,665
1308,aea051a0-8a6f-4f02-9567-2acf4f1e7bff,124,Pants,large,498
1309,d5afda94-114f-4415-855c-e0c311259073,66,T-Shirt,medium,808
1310,b823a55c-cfef-4edb-9e49-be38cb2b10c9,0,Pants,medium,998
1311,fe818b75-2c14-4218-8109-e1a8e5daa46c,62,T-Shirt,small,392
1313,3c25129a-c68b-4401-b4e4-4b1c089452ac,33,T-Shirt,large,584
1314,12905752-4891-4593-bec1-7b0fa8db00f4,65,Outwear,medium,998
1315,f60e1573-d7ec-44fa-9926-f230160a309a,319,Longsleeve,large,546
1316,7ed92e7c-ad0c-4e83-b5ac-15d564f7628e,292,T-Shirt,small,902
1317,6cb6102f-cf2a-4b60-8b44-97e8b8e1e4f2,293,Shoes,small,791
1318,a8c86656-17b3-444a-9205-bbc376e90db6,325,T-Shirt,small,991
1319,9a5bb17d-2ab7-45dc-af8b-08ad0f42ba16,240,Dress,large,511
1321,aaf501a2-c26d-4f94-94c5-142e4c3edf8c,283,Longsleeve,large,833
1323,a801e237-8e93-429c-8699-4952420f5415,150,Outwear,large,989
1324,524ac1d8-674e-4edc-8e3b-3330e529709e,186,Outwear,small,343
1326,a0734f9e-9f67-4d45-a00b-26e65700d157,348,Skirt,small,253
1327,f59e0f32-036d-42f8-a29d-4f12f9c70eed,120,Shorts,large,915
1329,c103d1a1-6027-4c08-baea-54807fe5218a,316,T-Shirt,large,372
1331,dc8bfdff-11b5-4b10-9732-36a848b257a3,331,T-Shirt,small,924
1332,6e857a40-68f4-471f-a19d-1b787f1f52bf,125,Longsleeve,large,619
1333,26918340-c680-4c9f-afe0-604f6aa6343b,218,T-Shirt,medium,227
1335,09918182-4fc3-4b92-9221-f895fba13e83,120,Shorts,medium,667
1336,883a9a8e-3e7f-4909-bf48-64a26d91789d,133,T-Shirt,medium,737
1337,15f9e043-b73c-4443-9ea2-56c142756f11,166,Shirt,large,258
1338,45a08ae9-3f8f-4303-a050-7bb171fbac19,214,Shoes,small,670
1339,b7659fe2-62a4-49a7-8abe-a8ee0992f3ea,367,T-Shirt,medium,669
1340,2577536d-e1cd-47c5-a701-4c4d910384d1,339,Shirt,small,751
1341,c6815f1d-54b5-4b94-a8a8-02cd9db5c08a,232,Dress,medium,275
1342,51a1d803-9d7f-49d4-9f11-7d87d46f0d23,116,T-Shirt,large,719
1343,db21e81d-b576-40a1-84b8-cc5bd1d4f7ee,365,Pants,large,310
1345,1e054aed-124c-4877-85ae-5fbb6ca1bba0,277,T-Shirt,large,685
1347,09c08576-09d6-4878-a6f5-3087ccc57a9e,150,Longsleeve,large,559
1348,73074cee-871e-4b79-8b25-197bb404e7d3,116,Shorts,small,456
1349,76acd48d-65c7-43db-8de2-925297e0b66d,78,Shoes,large,403
1352,26ac7ba6-1aa0-4dd7-a9e9-2562a9679332,169,Pants,small,983
1353,a2b1af1e-dc4a-4e74-b7ae-3290dbe564d9,139,Hat,large,281
1354,f799a68f-786f-4c7a-84a3-37f178faa418,113,Shirt,small,733
1355,0bacb2c4-3d90-4835-b23e-aa7c2284d1bc,210,Shoes,medium,433
1356,b2986b3e-4fc1-4eb4-85b3-8a6776b659e3,11,Longsleeve,medium,814
1357,c3902cf4-a41f-40b5-a1dd-bace11ab75fa,331,Shorts,small,128
1358,7c771a4b-57b5-4eeb-905c-4665d7c8c082,77,Outwear,large,813
1359,0c7e73b3-af7e-4b6c-b142-82a3760114c3,186,T-Shirt,small,192
1361,1c9f16a4-85cf-4c4a-ae3c-52f14270128d,164,Outwear,medium,967
1362,bb437c07-06e4-4b16-b3aa-8382dd35de0a,217,Skirt,large,787
1363,facb2d9e-2e26-48dc-aefc-da385357ad99,43,Pants,medium,429
1366,1dd614d3-5325-4ed0-b9df-b3753b7ed094,357,T-Shirt,large,194
1367,ea4afd28-2e6b-41c8-9d10-6bce862a482c,202,Shoes,small,884
1372,e787428b-ff3b-4018-8fbd-bff485db291d,168,Shoes,medium,746
1373,6cc3d16a-545e-49a0-922d-dbe014dac610,33,Hat,small,755
1374,237c373e-cd91-4eb0-a2e9-e3da1e1121ca,223,T-Shirt,large,118
1375,db36b9f3-57d5-4840-8d67-89c2f8a03251,218,Skirt,medium,842
1376,c5b49a04-f4c8-46bd-ab2c-ccc65a1b6308,240,T-Shirt,medium,745
1377,5795a645-45b8-423a-887a-f8af020fa08d,187,Pants,small,725
1378,74222128-e39b-4787-afb2-f88a92b8e537,256,Shorts,medium,598
1379,8ce2f4eb-e638-42c7-8671-d0737da0c2fb,142,Shirt,medium,238
1380,942987de-bfc1-41eb-be1e-e01d7f98f7a4,113,Skirt,large,736
1381,c674b492-752b-4a36-a0c5-9092759a9c2a,92,Dress,medium,815
1382,1ae0fc32-65dc-4373-9550-6b74732bf72e,125,Shirt,large,672
1383,d52dd115-109d-4bb6-8ad7-85c1768675b1,290,T-Shirt,small,861
1385,0db5a848-2066-436f-bd21-8b3585b391a5,187,Pants,large,624
1386,35bea435-5e0c-4fe4-9890-2a58f37f4029,92,Dress,small,354
1387,8d0d37b3-27e2-4935-b1ce-3c698822c414,315,Shirt,medium,184
1388,672b0d76-2277-4edf-8903-51cd6646b139,158,Skirt,small,557
1389,be2b21ed-aacc-42d1-b667-c28746fcd47b,125,Pants,medium,631
1390,8f0cd82c-0e68-4668-846e-902e623690e1,100,T-Shirt,small,661
1393,d011f05f-6f9b-45f6-be93-c8e1bd0013aa,33,Shorts,small,699
1394,2324306f-d9a3-47b7-b648-8684b8aca35c,121,T-Shirt,medium,168
1395,240f72f6-d5c3-4e64-9d59-179db8a37569,294,Shoes,medium,136
1396,dca6b3e4-85c9-4d31-a6e7-2212aac43b8e,166,Outwear,large,864
1397,32f7bb4b-cf54-4b56-bf99-77eeb1d68bc5,256,Longsleeve,medium,863
1398,5e2b335d-2f5e-4356-9aba-a735af742b6a,356,Skirt,medium,239
1399,2a30b135-f0ce-45d3-ab59-6bfa92e0abd3,144,Outwear,medium,966
1400,d69bda44-f17c-4f19-ad35-ecab00301e74,62,T-Shirt,small,992
1401,87a3d476-07dc-4ff7-af59-ec1240f95b62,153,Shoes,small,779
1402,e7de4ea3-b985-41ce-8fd1-512b4bdefbd4,365,Hat,medium,665
1403,4334620b-316c-4762-a116-9add429220d0,78,Dress,large,997
1404,dbd8d1cf-fa94-4d76-bfc8-4801d49b2fd8,131,Dress,small,277
1405,7a11318e-f52c-495d-b337-ad513ef93ed2,367,Longsleeve,large,908
1406,aafe2f1b-6257-44ac-b1ef-7c9ad90a64f3,152,T-Shirt,medium,912
1407,261b36f3-5c90-4d89-93d2-0d20a7782287,224,Shoes,medium,970
1408,a2269708-5c90-4c6c-8f1a-f75d99280f5a,304,Hat,small,717
1409,2a9b33f5-f34e-4a3b-bb3f-307254c8bdbc,66,T-Shirt,medium,236
1410,b1bec6b2-83dc-4ae6-b65a-b1212cbced1d,34,T-Shirt,small,289
1411,60881532-686f-4d41-8fce-bdd19a1faadb,198,Shirt,medium,739
1412,ba12206f-92a9-4592-ad17-05bfc67b6067,150,T-Shirt,medium,441
1413,1edea599-fab0-4dfb-8f26-0b01e131f776,103,T-Shirt,small,658
1414,d56ac277-03da-43cd-b7d2-b151b9bfa1fc,98,Longsleeve,small,104
1415,fadf240e-8292-42fd-b1ef-76671903630e,31,Pants,small,356
1417,29e0414f-80ca-432c-a9c0-3427298c245a,154,Hat,medium,761
1418,836b07af-05de-4b66-b067-7043633f4890,125,Longsleeve,large,905
1420,dd8e4b4e-2457-484d-9305-42357bf72dce,6,T-Shirt,medium,886
1421,275874a1-4cfd-4852-a751-24cf7f666517,330,T-Shirt,medium,819
1422,dcc9ba78-0c23-47aa-8c87-f3285a5cb5f8,231,Longsleeve,small,514
1423,7d8b1aa8-0139-4e20-bb2e-56d21d9f8aec,367,T-Shirt,large,726
1424,81b69e5f-336a-44f6-8a0b-782c4613c0d0,280,T-Shirt,small,806
1427,6b7d9cb6-9096-4c45-8579-d2d8eb262839,164,Shirt,large,478
1428,3193786c-22f1-4ea9-9e84-8ee47c138a8d,232,Dress,medium,693
1429,a442491b-63d8-4be6-8feb-0dadd876d68c,113,T-Shirt,small,765
1430,5b0b2f96-d429-4dc8-a43b-33804236a351,66,Dress,small,752
1431,fd28f175-6ac7-4506-b67b-ae1bcbfc5c61,146,Shirt,small,925
1432,f27326cc-edc1-4894-bbed-15b894289efd,301,T-Shirt,large,245
1433,2dfbea36-6802-473c-b948-60a1e6181534,51,Shoes,medium,422
1434,a8a1f779-0234-4c3e-9afb-2d81102fe27f,111,Pants,small,221
1435,a6a301fe-74f4-4a22-9847-a6f6ce98aa4b,65,Skirt,small,351
1436,f56febf3-452e-4eb2-a514-4b18f950c807,168,Shoes,medium,954
1438,2744c41a-24e4-4023-ba01-d2123de33a63,211,Shorts,medium,410
1439,07adbe68-f902-4819-8a74-420cf4745253,330,T-Shirt,medium,700
1440,22cb0ee4-83d5-471c-b0ec-dfe08d6b8e8a,256,T-Shirt,medium,574
1441,43a84e08-d66a-4ebf-a557-f9e00d0b89c5,224,Shoes,medium,669
1442,b3f43dc1-ea70-4bb0-b17c-39877c99b18f,355,Dress,medium,591
1443,5f2522e2-a074-4f21-8b26-00cfc2457da2,166,Pants,large,674
1444,65033884-8747-4857-967e-af03bd61c6d5,356,Hat,small,446
1445,31590ed6-be10-4904-9c7d-087116cc29b6,328,Outwear,large,919
1447,e33e0c6e-be75-46b5-af4c-a307e0a0d8ea,237,T-Shirt,large,572
1448,f996759a-f3ae-4faa-9829-48b21c4914fe,217,Shorts,medium,481
1449,deb04e10-cf50-4374-8a6a-9b341298b555,152,Pants,small,379
1451,bce6c15f-2494-49e8-a164-8f95374929f9,65,Shirt,large,620
1452,3b384197-7b19-464b-8bd7-823d4128ce74,14,Dress,large,465
1453,67e1a4f3-3b64-4ec2-af1b-09625f790002,49,T-Shirt,small,193
1455,40376883-9234-4459-8e0d-9adaa0fb309b,66,T-Shirt,large,438
1456,a60677b2-a77f-4109-94c3-8f2fc922e1a9,150,Longsleeve,large,536
1457,60580369-4ec6-41bb-8e5d-b48a4d20e0c0,65,Outwear,medium,435
1459,4dc28842-983c-4188-8c20-155d52bb7faf,103,Shorts,large,591
1460,2b84e88f-fa18-4af8-b6ef-e51abb38d760,345,T-Shirt,large,967
1461,92af39a3-3cad-4753-9818-b83bf03c398b,59,Shorts,medium,139
1462,41cab754-3e1a-442a-9e95-b42199db0b48,237,Shorts,medium,458
1463,643ca1b2-c14d-4c18-b7d6-5502cff8c689,125,Longsleeve,small,673
1464,9924b453-8a3f-4572-b59d-9d09e6ef7f2d,83,T-Shirt,small,353
1465,471a5dba-b2d6-40ef-9856-37c83ac15ad2,201,Hat,medium,680
1466,707cf964-a067-412a-a562-ac5a1112f81b,10,Pants,large,497
1468,22e20d3c-bcb1-4941-8287-01ee6297f62f,323,Shorts,large,976
1470,7a634f1b-53ef-4314-b4d0-829a4be0933c,217,Dress,small,789
1471,9bccf7a3-d461-44d6-ad9c-c59e86853258,18,T-Shirt,medium,800
1472,e3f2266a-49db-412e-99ab-a57cb0b226e7,226,Shoes,large,610
1473,367f402d-cf3d-4a39-8717-d5f30d9b8560,232,Shorts,small,359
1474,691adbe1-f608-471e-bbdf-cc2779e92b4e,265,Shorts,large,683
1475,171437da-73a2-484d-90b5-9a0ce4b36140,171,T-Shirt,medium,558
1476,3646d5d0-76d6-4a8e-bfa4-f00ff7a41824,164,Shorts,small,628
1478,471f46a6-09d5-48c1-a9ea-83617c1fc294,3,Pants,medium,440
1481,b69d769b-2cca-4e65-b98b-29ae3fc70399,123,Shirt,small,718
1483,325f5050-f03e-48ac-9738-c4f6019aefe4,62,T-Shirt,small,784
1484,968dfe4f-b221-40e8-b196-9e889239c71b,62,T-Shirt,small,830
1485,c287c715-21bb-420c-ad4d-128d2dd3078d,33,Shoes,small,563
1486,522cf1b9-f25b-4e6f-81b4-787bbe1d28ce,198,Pants,large,346
1487,f34957ab-a838-4b9d-9177-e9ea86831379,17,T-Shirt,medium,829
1488,f4323b73-1faa-4ca8-8adc-8452dbc116d3,248,T-Shirt,small,472
1490,4a4cb8eb-0b97-45c3-99cd-b777f94441bc,319,Longsleeve,large,130
1491,2adf987d-a985-4023-81d4-adf9368ca251,148,Dress,large,467
1492,b23375c8-fe67-4390-b770-444bf8eb83b4,113,Pants,medium,658
1493,932d783e-f31c-4521-9b0b-d93769cf539c,113,Pants,small,745
1495,91b1ab10-19de-4262-9560-5c0ae1351612,315,T-Shirt,medium,683
1496,6a43a320-606e-40d4-ad6c-1f93ad0bbca7,95,Shorts,medium,938
1497,a8c5bdc9-1e18-4a83-b54d-57d7e519fbf9,163,T-Shirt,medium,517
1498,b9671bc8-ce12-4846-87e9-21c0d1298fab,72,Outwear,large,719
1500,c65f8289-e55a-4f8c-a388-a4c6424fce79,331,Shorts,large,497
1501,f1ff2780-2ab1-401f-8089-089b5dfa1cf2,185,Skirt,large,371
1504,0ad8629f-2e9f-4591-a661-7489d6d49737,168,Outwear,small,940
1505,6048d80e-6197-4274-a326-f42812586e9b,226,Shoes,medium,685
1506,4fd981b1-d7fe-4d7f-8029-8e5532723129,195,T-Shirt,small,355
1507,8f809fea-1f7d-4695-be36-a061bd77c170,154,Hat,large,180
1508,e5d94424-9941-4eb7-985a-a68b85bf3781,113,Shorts,small,879
1509,13e4f8bd-04b9-48a8-9939-05d86b9cf9bf,16,T-Shirt,large,227
1511,765235f1-0e47-436f-8d09-665463c8c6ca,167,Shoes,large,334
1512,ade4c3c3-86ce-4187-b601-989279c0592d,245,Shoes,large,652
1513,5771c333-b23a-4499-86d9-02d0c047bb70,65,Shorts,small,280
1514,f8a7abd7-f479-40d0-ab45-fcdaef82e1c5,250,Shoes,small,256
1516,f60f4649-b463-4585-aeb2-e0d192b968ca,293,Pants,small,670
1517,d49fe040-1e56-4a6f-8514-2967b3495ad1,330,Pants,medium,956
1518,909f9c2f-3564-4a30-a891-85601707f188,102,Longsleeve,medium,860
1519,d7c07f9f-8362-4abc-92aa-193221a7db5b,285,Hat,small,803
1520,35707ebd-0264-4bbf-b5f2-a33c5c4bff4d,366,Shoes,medium,123
1522,c14a445b-08ea-406d-aa46-9eed4562b654,297,Pants,large,499
1523,25a66eb2-ce17-44b0-8dc0-811f40e90a5e,12,T-Shirt,large,691
1524,667a7349-f0a7-43bc-bb70-246b61e6354b,279,Skirt,medium,233
1525,ec196957-56c2-4ebf-acfe-c13b620f79cc,166,Longsleeve,small,520
1526,328e21ed-2843-4469-a49d-4c01470dc98d,315,Shirt,small,312
1527,484aaf4f-de3a-445b-8a3a-452e9e6af697,292,Dress,medium,999
1528,47a8fb89-4285-481e-af54-20bc6afb7860,103,T-Shirt,large,581
1529,0b5f7f85-fa44-4406-91ed-6b730e4b6fa1,211,Dress,medium,447
1530,501e6c1c-4bbb-46b7-8d95-edbeb901826d,85,Pants,large,265
1531,e221fe90-ab6f-437b-9b0b-9a4f995c2bad,68,T-Shirt,small,447
1532,fcfc68be-41ea-40ef-8040-624453983a85,330,T-Shirt,large,948
1533,8e4200ca-15aa-4d67-b0dd-ac98d8baa42c,43,T-Shirt,medium,497
1534,a45a4d15-bc24-432b-912e-eb81eba16ef1,118,T-Shirt,small,682
1536,d19e46d9-621e-42f3-b989-528cf9cf97b2,218,Pants,medium,534
1537,4bf0c9ac-a79b-45ad-96ba-bb354b85274a,348,Longsleeve,large,676
1538,f2ed2a21-1f1d-4c4f-b814-ea534d7bc397,103,Longsleeve,medium,320
1541,6d57d841-f0f9-4aa2-971f-0149ce938319,196,Outwear,large,796
1542,e2b0031c-9917-4043-8dde-63bee7e4495b,150,Longsleeve,small,818
1543,ac6b4d26-7e1b-49a5-8045-84d213b56a7e,173,Dress,large,565
1544,24ccd098-8f30-4b75-a1aa-06a8c42d9835,167,T-Shirt,medium,198
1545,b40fd43d-6c94-41d2-b107-fe98fa633ea9,100,T-Shirt,large,341
1546,5927c07b-c5cb-4167-9fda-9e6dd22fc872,23,T-Shirt,large,257
1547,578688ef-feb7-4890-a256-950e01d6d45e,51,Shoes,small,709
1548,1d42c614-19d5-4515-8ef9-0bf551a601c0,178,Pants,medium,653
1549,618e1ed4-f01e-45b5-9a5b-ace8f9744f1e,330,T-Shirt,large,750
1551,1a6c9cd3-99bc-481a-95d7-5c38ed1730ee,248,T-Shirt,large,326
1552,9e523581-4e18-4d4f-bc1c-a8708b3c5d50,111,T-Shirt,large,522
1553,e0b088bd-41de-4b38-b6e8-c2d3b2bbc53c,349,Shoes,medium,171
1554,98daa3f5-8a8b-43ad-b7df-b7f63dfb7c04,17,Hat,large,342
1555,4313db90-b7e8-4f73-b239-f70ad8e0bf7a,221,Dress,medium,629
1556,ff5b1764-1272-41bf-a324-98f1b9f13fae,0,Shoes,large,688
1557,62309a10-d8ff-4f5c-bfb5-85ed0c2682dc,294,Shoes,small,144
1558,02ef828a-a7d5-4475-bf44-3907b3a977ff,166,T-Shirt,medium,571
1559,80c77dd2-8dfb-4674-9c83-aa36f86c6794,351,Longsleeve,large,470
1561,826b1069-0bd8-471c-80a4-11095808714a,292,Longsleeve,small,751
1562,f7ffc2ea-400f-4965-b989-0b755b9db198,128,Pants,medium,788
1563,f0759fd0-0102-4019-a4f2-eaf956e89e8f,150,T-Shirt,large,833
1564,f7825b1f-0f9e-4e37-8c93-1cc1c6b82970,103,T-Shirt,small,191
1567,f72b6737-47de-4b8f-a1f0-a874d3d591b6,294,Shoes,large,703
1568,09ffb7d6-3045-4d5a-8f4b-f0e4738fa960,266,T-Shirt,large,291
1569,274c9f51-9e9d-46b1-af8b-434c528eb2fd,175,T-Shirt,large,176
1570,459ec559-7f45-4906-95d7-d449d5eadfdf,370,Outwear,large,380
1571,32662cf1-4440-459c-b55c-0ba39b71f768,51,Shoes,small,463
1572,ca045c6f-5bb5-4e8f-ae75-b177c01e6137,162,Shoes,small,278
